Manufacturer,Model,Price,Transmission,Power,Engine CC,Fuel,Male,Female,Unknown,Total
Volkswagen,Transporter,35.37645833,6,103.0833333,1968,diesel,"3,063",867,244,"4,174"
Alfa-Romeo,Spider,55.2,6,163.5,2696.5,petrol,"2,897","1,027",249,"4,173"
Citroen,DS4,31.1275,5.75,105.25,1688.25,petrol,"2,709","1,292",161,"4,162"
Toyota,Picnic,25.29875,4.5,94,1998,petrol,"2,672","1,134",301,"4,107"
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,diesel,"3,085",722,260,"4,067"
Fiat,Ulysse,36.70125,4.875,91.75,2019.75,petrol,"2,732","1,092",220,"4,044"
Ford,Sierra,18.2955625,4.875,70.25,1836.5,petrol,"3,439",405,90,"3,934"
Aston-Martin,DB9,273.755,6,381,5935,petrol,"3,354",305,160,"3,819"
Audi,80,27.09825,4.666666667,91.75,2247.333333,petrol,"2,934",670,181,"3,785"
Chrysler,Neon,19.71783333,4,98,1995,petrol,"2,363","1,184",225,"3,772"
Hyundai,Terracan,44.62833333,4.333333333,127.6666667,3100.333333,diesel,"2,805",805,101,"3,711"
BMW,M550i,134.789,8,390,4395,petrol,"3,327",201,139,"3,667"
Kia,Magentis,28.803,4.8,111.2,2126.8,petrol,"2,855",663,144,"3,662"
Citroen,AX,10.83275,5,45,1242,petrol,"1,935","1,492",164,"3,591"
Audi,RS4,121.77,6.666666667,316.3333333,3740,petrol,"3,101",278,116,"3,495"
Renault,Captur,27.94142857,6.214285714,93.35714286,1235.428571,petrol,"1,837","1,574",65,"3,476"
Mitsubishi,Grandis,30.839,4.6,121,2378,petrol,"2,194","1,035",224,"3,453"
Chrysler,Crossfire,56.15916667,5.5,174.3333333,3199,petrol,"2,209","1,076",162,"3,447"
Honda,CR-Z,27.12333333,6,101,1497,petrol,"1,979","1,241",209,"3,429"
Mercedes,R,88.77777778,7,190,3377.444444,petrol,"2,317",857,251,"3,425"
Honda,Stream,27.935,5,103.5,1833,petrol,"2,146","1,002",267,"3,415"
Fiat,Idea,20.31264706,5.352941176,63.29411765,1344.823529,diesel,"1,712","1,409",222,"3,343"
Honda,Prelude,27.78966667,4.666666667,110.6666667,2050.333333,petrol,"2,377",809,153,"3,339"
Hyundai,Elantra,19.055,4.6,89.2,1827.8,petrol,"2,299",743,141,"3,183"
Peugeot,607,48.09553571,5.107142857,117.7857143,2315,petrol,"2,608",406,165,"3,179"
Ssangyong,Rexton,54.2675,5.666666667,114,1998,diesel,"2,226",789,148,"3,163"
Volkswagen,CC,46.95322222,6.111111111,126.7777778,1977.166667,diesel,"2,631",414,81,"3,126"
Mini,Roadster,32.65836364,6,101.8181818,1424.727273,petrol,756,"1,999",221,"2,976"
Peugeot,806,29.57028571,5,84,1997.142857,diesel,"2,089",716,170,"2,975"
Saab,9000,41.616,4.6,125.36,2336.52,petrol,"2,362",400,186,"2,948"
Audi,S5,105.465,8,257.5,2981,petrol,"2,452",349,129,"2,930"
Citroen,Nemo,13.44125,5,54.5,1304,petrol,"1,782",991,145,"2,918"
Mitsubishi,Space,23.16515789,3.947368421,82.15789474,1817.315789,petrol,"1,887",832,174,"2,893"
Hyundai,Sonata,31.7425,4.833333333,119.6666667,2116,petrol,"2,179",530,142,"2,851"
Ford,Capri,11.7129,4,69,1864.8,petrol,"2,484",259,52,"2,795"
Fiat,Sedici,21.91166667,4.666666667,88,1586,petrol,"1,376","1,249",159,"2,784"
Alfa-Romeo,Brera,53.10142857,6,163.7142857,2679.285714,petrol,"2,267",362,129,"2,758"
Porsche,944,59.4905,5,137.5,2734.5,petrol,"2,352",246,104,"2,702"
Seat,Cordoba,17.31241935,4.967741935,66.35483871,1655.741935,petrol,"1,823",735,137,"2,695"
Citroen,C-Crosser,35.72526667,4.4,121,2287.6,petrol,"1,828",754,111,"2,693"
Audi,Cabriolet,43.9745,4.5,98,2309,petrol,"1,873",665,150,"2,688"
Fiat,Cinquecento,7.712,5,29,899,petrol,"1,382","1,150",142,"2,674"
Mitsubishi,Galant,25.08266667,4.533333333,93.6,2127.333333,petrol,"2,096",449,110,"2,655"
Fiat,Qubo,16.695,5,54,1360,petrol,"1,592",907,129,"2,628"
Volvo,C30,32.4898913,5.304347826,113.2826087,2093.021739,petrol,"1,354","1,067",141,"2,562"
Hyundai,Lantra,16.4455,4.666666667,78,1741,petrol,"1,623",711,138,"2,472"
Suzuki,Baleno,17.587,4.083333333,73.08333333,1363.5,petrol,"1,524",816,132,"2,472"
Volvo,440,20.27896296,4.111111111,72.85185185,1832.888889,petrol,"1,580",751,126,"2,457"
Lexus,GS,78.47722222,0.888888889,224.7777778,3196.555556,petrol,"2,034",252,166,"2,452"
Peugeot,2008,28.87894737,6.736842105,89.26315789,1262.157895,petrol,"1,391",967,73,"2,431"
Volvo,S70,36.90769355,4.5,126.1451613,2344,petrol,"1,924",364,110,"2,398"
Toyota,GT86,59.7575,6,147,1998,petrol,"1,812",422,144,"2,378"
Nissan,Murano,87.487,0,188,3498,petrol,"1,546",655,131,"2,332"
Volkswagen,Caddy,24.75629032,5.709677419,81.74193548,1735.580645,diesel,"1,576",622,126,"2,324"
Peugeot,4007,42.93428571,3.857142857,122.1428571,2308.285714,petrol,"1,507",716,96,"2,319"
Mercedes,GLK,59.05425,6.75,144.375,2417.875,diesel,"1,576",536,174,"2,286"
Toyota,Camry,30.0062,3.2,115.4666667,2245.6,petrol,"1,757",354,122,"2,233"
Dodge,Nitro,47.881,5.111111111,141.4444444,3106.666667,diesel,"1,573",552,102,"2,227"
Chrysler,Sebring,37.471875,5.5,114.5,2167.5,petrol,"1,624",486,102,"2,212"
Kia,Shuma,15.16166667,4.666666667,75,1594,petrol,"1,490",595,116,"2,201"
Hyundai,Veloster,27.9925,5.5,103,1591,petrol,"1,240",881,58,"2,179"
Nissan,Patrol,38.48247059,4.882352941,90.94117647,2953.588235,diesel,"1,739",350,88,"2,177"
Peugeot,Expert,21.65952381,5.761904762,90.85714286,1809.714286,diesel,"1,708",346,105,"2,159"
Audi,R8,226.3833333,6.5,368.6666667,4857,petrol,"1,882",155,90,"2,127"
Renault,Wind,22.49,5,80,1261.25,petrol,572,"1,361",127,"2,060"
Skoda,Rapid,20.659,5.633333333,73,1284.8,petrol,"1,558",421,62,"2,041"
Aston-Martin,DB7,158.823,4.5,250,3228,petrol,"1,748",170,113,"2,031"
Volkswagen,Corrado,35.34,5,118,1781,petrol,"1,754",196,80,"2,030"
Toyota,Supra,81.295,8,250,2998,petrol,"1,766",188,56,"2,010"
Fiat,Marea,20.1241875,4.875,79.875,1836.875,petrol,"1,449",418,102,"1,969"
Nissan,Serena,22.95383333,5,67.33333333,1908.166667,petrol,"1,358",505,100,"1,963"
Mercedes,Vaneo,28.96891667,5,72.625,1707.125,petrol,"1,196",579,172,"1,947"
Porsche,Panamera,173.506625,8,329,3307.25,petrol,"1,639",230,70,"1,939"
Daihatsu,Copen,23.8115,5,64,1298,petrol,543,"1,226",153,"1,922"
Honda,Logo,13.382,2.5,48,1343,petrol,754,"1,039",112,"1,905"
Ford,Explorer,76.71,0,336,0,petrol,"1,527",288,80,"1,895"
Mini,Paceman,37.72247826,6,104.2173913,1684.304348,petrol,786,"1,006",96,"1,888"
Mercedes,Viano,57.22905851,5.234042553,120.4255319,2309.340426,diesel,"1,398",324,131,"1,853"
Volvo,960,40.7645,4.333333333,133.3333333,2634.222222,petrol,"1,409",305,103,"1,817"
Lexus,RX,88.46428571,0,230,3456,petrol,"1,264",376,166,"1,806"
Mazda,Tribute,38.025,4.5,129.5,2614,petrol,"1,162",536,100,"1,798"
BMW,M135i,57.97,7,225,1998,petrol,"1,492",217,73,"1,782"
Honda,Shuttle,30.081,4,110,2254,petrol,"1,193",436,124,"1,753"
Renault,Trafic,37.04635294,6,91.44117647,1773.823529,diesel,"1,386",282,72,"1,740"
Dodge,Journey,37.773,5.555555556,114,2184,diesel,"1,109",533,74,"1,716"
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,diesel,"1,532",121,52,"1,705"
Volkswagen,Phaeton,146.2746154,5.769230769,234.8461538,4089.923077,petrol,"1,476",121,85,"1,682"
Subaru,Justy,11.745,5,51,998,petrol,770,813,96,"1,679"
Chevrolet,Orlando,33.43590909,5.636363636,108.3636364,1906.181818,diesel,"1,096",461,119,"1,676"
Mercedes,Vito,37.31220238,5.678571429,102.7261905,2118.940476,diesel,"1,433",148,94,"1,675"
Ford,Granada,18.84548718,4.076923077,87.07692308,2326.358974,petrol,"1,461",156,48,"1,665"
Peugeot,Bipper,17.325,5,55,1360,petrol,938,639,76,"1,653"
Nissan,370Z,85.05325,6.5,242,3696,petrol,"1,270",195,46,"1,511"
Audi,RS6,175.835,7,433.5,4493.5,petrol,"1,264",95,53,"1,412"
Mini,John,44.852,6.5,170,1998,petrol,843,482,61,"1,386"
Toyota,Hilux,46.60136364,6,110,2393,diesel,"1,105",184,56,"1,345"
Honda,Legend,69.397,5,173,3358.666667,petrol,"1,121",138,75,"1,334"
Lexus,RX,88.46428571,0,230,3456,petrol,816,430,68,"1,314"
Mazda,MX-3,22.127,5,83,1721.5,petrol,679,520,67,"1,266"
Maserati,GranCabrio,245.168,6,338,4691,petrol,"1,141",77,46,"1,264"
Ford,Scorpio,30.86290909,4.454545455,105.5454545,2458.909091,petrol,"1,056",152,53,"1,261"
Ssangyong,Rodius,57.59,5.428571429,121,1998,diesel,793,403,65,"1,261"
Ford,Mustang,74.609,3.2,239.2,3640.2,petrol,"1,118",95,29,"1,242"
Mazda,121,13.191,5,51.33333333,1431.333333,petrol,528,597,64,"1,189"
Audi,Coupe,35.86943902,5.585365854,117.0243902,1980.634146,petrol,987,143,45,"1,175"
Nissan,Leaf,34.14,0,110,320,automatic,848,248,61,"1,157"
Honda,Integra,17.5296,4.6,78.4,1549.8,petrol,"1,008",112,22,"1,142"
Porsche,Carrera,646.605,6,450,5733,petrol,975,83,50,"1,108"
Fiat,Croma,34.33029412,5.588235294,105,1962.058824,diesel,786,271,49,"1,106"
Opel,Zafira,35.27,6,112.0714286,1574.428571,petrol,675,350,79,"1,104"
Nissan,GT-R,177.5,6,419,3799,petrol,990,51,41,"1,082"
Citroen,DS5,42.55733333,6,123.2666667,1832.333333,diesel,882,160,39,"1,081"
Ssangyong,Korando,37.904,6,116.08,1998,diesel,786,259,35,"1,080"
Peugeot,309,14.350125,4.875,59.5,1642.875,petrol,770,240,46,"1,056"
Audi,100,37.32636,4.76,101.12,2349.08,petrol,830,168,39,"1,037"
Subaru,XV,39.721,0,91.75,1698.75,petrol,605,363,66,"1,034"
Audi,Quattro,61.235,5,147,2144,petrol,928,62,37,"1,027"
Ford,Probe,24.84,5,102,2244,petrol,781,200,33,"1,014"
Ford,Focus,30.61932203,5.966101695,94.03389831,1497.169492,petrol,796190,421303,"55,632",1273125
Ford,Fiesta,18.53214286,5.714285714,68.57142857,1166.142857,petrol,533595,613290,"51,752",1198637
Volkswagen,Golf,31.24215385,6.164835165,89.46153846,1537.406593,petrol,471514,306459,"46,958",824931
Renault,Clio,22.1,5.615384615,75.57692308,1219.653846,petrol,245569,333284,"29,419",608272
BMW,320i,47.84837037,6.444444444,126.1111111,1995.777778,petrol,402404,119094,"29,479",550977
Volkswagen,Polo,18.1925,5.074074074,60.96296296,1408.055556,petrol,209196,294044,"31,568",534808
Peugeot,206,20.03375,4.833333333,71.33333333,1631.5,petrol,186795,280679,"27,961",495435
Ford,Mondeo,39.97375,1.75,130.25,1998.5,petrol,388535,"77,687","18,006",484228
Nissan,Micra,20.3776087,4.869565217,67.95652174,1279.695652,petrol,151025,265423,"27,535",443983
Renault,Megane,26.4498867,5.408866995,87.31034483,1623.793103,petrol,225326,172735,"22,917",420978
Ford,Ka+,15.46,5,60.8,1196,petrol,105612,285378,"21,570",412560
Honda,Civic,29.942625,4.5,106.225,1480.575,petrol,244214,136414,"21,581",402209
Toyota,Yaris,20.7206,3.52,74.4,1397.8,petrol,127757,204802,"26,065",358624
Mercedes,CLA,46.5274,7.04,131.6,1596.92,petrol,200376,"67,663","16,921",284960
Volkswagen,Passat,46.06451282,6.487179487,125.4358974,1835.846154,petrol,212442,"49,082","14,718",276242
Audi,A4,57.92693548,6.161290323,149.7096774,2283.112903,petrol,198805,"59,717","13,635",272157
Peugeot,307,27.46483636,4.872727273,86.45454545,1723,petrol,138974,115895,"14,903",269772
Citroen,Xsara,22.36209302,4.88372093,72.58139535,1743.44186,petrol,158473,"94,976","12,325",265774
Peugeot,207,21.70216667,4.9,79.76666667,1536,petrol,"94,625",134494,"12,382",241501
Honda,Jazz,26.3525,0,80,1498,petrol,"98,150",126002,"14,091",238243
Audi,A3,36.21929825,6.473684211,94.33333333,1424.666667,petrol,131091,"88,601","13,166",232858
Toyota,Corolla,27.23911864,3.033898305,91.61016949,1677.949153,petrol,111626,"72,304","12,747",196677
Skoda,Fabia,19.00794118,5.205882353,66.97058824,1292.352941,petrol,101816,"81,667","9,837",193320
Land-Rover,Freelander,43.86363077,5.292307692,105.1692308,2083.523077,diesel,114197,"58,632","9,472",182301
Citroen,C3,22.90364865,5.405405405,75.64864865,1364,petrol,"71,533","91,658","9,045",172236
BMW,118i,37.4265,6.2,104.2,1796.6,petrol,"85,622","73,966","10,002",169590
Toyota,Avensis,37.31523077,4.323076923,103.6769231,1873.261538,petrol,128052,"30,960","9,958",168970
BMW,535i,93.71425,8,225,2979,petrol,136621,"21,127","9,135",166883
Land-Rover,Discovery,107.4521429,8,182.5714286,2425.428571,diesel,114999,"30,553","6,512",152064
Renault,Scenic,32.06304348,5.956521739,89.34782609,1472.826087,diesel,"82,971","60,801","7,948",151720
Mercedes,E,78.07322727,7.672727273,192.4,2598.818182,petrol,118619,"22,490","9,106",150215
Nissan,Almera,22.78208333,4.916666667,81.66666667,1847.666667,petrol,"88,331","51,064","8,839",148234
Seat,Ibiza,19.93814035,5.649122807,76.31578947,1205.192982,petrol,"69,228","69,142","5,781",144151
Skoda,Octavia,30.65053846,6.346153846,95,1136.692308,petrol,106494,"24,815","5,816",137125
Mercedes,A,31.1045119,4.547619048,93.01190476,1699.119048,petrol,"51,512","67,384","9,522",128418
Land-Rover,Range,107.6705126,8.277310924,196.3361345,2521.092437,diesel,"94,411","26,437","5,623",126471
Saab,9-3X,49.28583333,6,145,1963.666667,petrol,"88,266","29,702","6,924",124892
Toyota,RAV4,43.54851613,1.35483871,137.7741935,2261.193548,petrol,"57,846","55,047","8,184",121077
Citroen,C4,29.26025,5.95,90.625,1462.3625,petrol,"71,223","37,730","4,872",113825
Peugeot,306,18.64264,4.84,67,1698.64,petrol,"66,910","36,173","5,215",108298
Fiat,500L,26.29166667,5.6,74.73333333,1186.333333,diesel,"25,022","75,332","6,301",106655
Renault,Laguna,34.02059211,5.552631579,99,1920.026316,diesel,"80,809","20,063","4,727",105599
Honda,Accord,39.39984314,5.784313725,117.7058824,2151.647059,petrol,"80,938","17,449","5,917",104304
Peugeot,106,12.35588235,4.647058824,53.88235294,1366.294118,petrol,"51,565","47,268","4,687",103520
Nissan,Qashqai+2,34.93603125,5.25,97.71875,1820.65625,diesel,"55,455","39,048","7,595",102098
Audi,A6,82.06090909,7.727272727,199.7272727,2790.454545,diesel,"79,932","14,437","5,409","99,778"
Jaguar,XE,65.56875,8,167.25,1998,petrol,"80,960","14,705","4,056","99,721"
Peugeot,107,11.14333333,5,50,998,petrol,"28,808","63,323","4,917","97,048"
Citroen,Saxo,12.32981818,4.818181818,53.81818182,1367.272727,petrol,"47,502","44,016","4,307","95,825"
Ford,Fusion,19.37890909,4.863636364,61.27272727,1470.909091,petrol,"50,901","40,070","4,202","95,173"
Ford,Galaxy,53.78571429,6,124.8571429,1855,diesel,"62,488","26,340","5,249","94,077"
Mazda,MX-5,37.46857143,5.857142857,103.4285714,1718.571429,petrol,"46,762","41,218","6,032","94,012"
Kia,Picanto,16.59192308,5,52.84615385,998,petrol,"33,457","56,780","3,308","93,545"
Toyota,Aygo,15.20916667,5,53,998,petrol,"29,302","56,621","6,785","92,708"
Seat,Leon,32.93965169,6.348314607,114.8202247,1615.370787,petrol,"60,942","27,912","3,413","92,267"
Mazda,6,42.66935185,5.907407407,118.1851852,2095.185185,petrol,"70,401","17,006","4,330","91,737"
Nissan,Note,19.31857143,5,66.42857143,1348.285714,diesel,"48,036","36,158","4,404","88,598"
Hyundai,I10,16.011,5,51.77777778,998,petrol,"32,927","49,889","3,044","85,860"
Suzuki,Swift,19.08518182,3.727272727,68.90909091,1180.545455,petrol,"33,203","46,305","5,809","85,317"
Mazda,3,30.99513158,5.789473684,101.8947368,1905.631579,petrol,"49,655","31,335","4,231","85,221"
Audi,TT,64.59222222,6.777777778,178.5555556,2011.555556,petrol,"43,118","35,063","5,392","83,573"
Volvo,V70,50.96109091,6.181818182,135.2909091,1971.163636,diesel,"61,464","14,725","4,569","80,758"
Citroen,C1,13.48615385,5,52.38461538,1028.923077,petrol,"27,305","48,698","3,656","79,659"
Peugeot,308,32.33086957,5.891304348,103.1086957,1482.5,petrol,"44,024","31,205","3,375","78,604"
Mazda,2,21.6,6,64.625,1496,petrol,"27,246","45,474","4,140","76,860"
Peugeot,406,28.60820513,4.756410256,92.82051282,2043.820513,petrol,"60,125","13,170","3,559","76,854"
Fiat,Panda,10.42388889,5,52.44444444,1095.777778,petrol,"31,900","38,840","4,095","74,835"
Toyota,Auris,26.97346154,3.076923077,85.69230769,1515.282051,petrol,"40,144","25,461","3,939","69,544"
Nissan,Primera,26.51269565,4.02173913,93.58695652,1933.021739,petrol,"50,957","14,240","3,959","69,156"
Volkswagen,Beetle,33.25025,6.166666667,112.75,1475,petrol,"15,748","47,347","4,588","67,683"
Rover,75,39.35238095,5,98.04761905,1928.714286,petrol,"53,513","9,427","2,747","65,687"
Ford,Escort,16.20874359,4.461538462,63.56410256,1650.205128,petrol,"46,180","16,891","2,544","65,615"
Volkswagen,Touran,32.98557692,6.230769231,94.03846154,1528.807692,diesel,"38,145","22,704","4,206","65,055"
Suzuki,Vitara,26.803,5.428571429,85.71428571,1310,petrol,"36,370","24,754","3,815","64,939"
Volvo,S40,35.28132353,5.176470588,113.3529412,2106.5,petrol,"44,621","14,547","3,503","62,671"
BMW,X5,113.2693333,8,246.3333333,2994.666667,diesel,"44,046","14,121","3,200","61,367"
Mercedes,CLK,72.79589474,6.210526316,166.3157895,3041,petrol,"39,339","17,318","3,733","60,390"
Hyundai,Getz,13.63642857,4.714285714,69,1424.857143,petrol,"24,971","32,414","2,806","60,191"
Kia,Rio,22.95871429,6.285714286,80,998,petrol,"32,920","24,567","1,934","59,421"
Nissan,X-Trail,47.361875,3.75,113.375,1774.8125,diesel,"41,320","14,649","2,467","58,436"
Citroen,Berlingo,27.4386,6.34,85.28,1452,diesel,"36,270","15,661","2,708","54,639"
Peugeot,407,38.72769231,5.538461538,114.6538462,2178.192308,diesel,"42,242","9,193","2,279","53,714"
Citroen,C2,15.14,5,64,1382.75,petrol,"21,391","29,176","2,477","53,044"
Ford,C-MAX,32.1815,6,99,1448.6,petrol,"31,972","18,504","1,872","52,348"
Mercedes,SLK,61.86283333,6.833333333,184.1666667,2748.333333,petrol,"23,022","24,753","3,626","51,401"
Mercedes,ML,77.41666667,7,188.3333333,2876,diesel,"33,840","13,613","2,998","50,451"
Mitsubishi,Colt,17.03876744,5.302325581,73.48837209,1374.046512,petrol,"21,401","25,561","2,798","49,760"
Kia,Ceed,26.97522727,5.863636364,88.09090909,1460.795455,petrol,"30,071","15,945","1,514","47,530"
Jaguar,S-Type,66.58842105,5.736842105,172.3157895,2934.631579,petrol,"39,156","5,405","1,993","46,554"
Suzuki,Alto,9.5628,4.6,50,996,petrol,"17,302","24,771","3,497","45,570"
Citroen,C5,34.9090566,5.603773585,104.2264151,1805.924528,diesel,"36,186","7,158","1,977","45,321"
Ford,S-MAX,47.52333333,6,128.8888889,1886.555556,diesel,"27,360","15,291","1,976","44,627"
Rover,2000,17.182,5,74,1994,petrol,"26,230","15,997","2,050","44,277"
Hyundai,I20,21.847,6.090909091,70.72727273,1052.272727,petrol,"21,175","20,167","1,454","42,796"
Rover,45,23.322,3.75,84.2,1853.9,petrol,"30,561","10,334","1,853","42,748"
Volvo,V40,35.81481651,6.293577982,117.4311927,1921.46789,petrol,"28,459","10,882","2,472","41,813"
Hyundai,I30,28.60918919,5.945945946,100.5945946,1387.621622,petrol,"25,673","14,492","1,528","41,693"
Volvo,V50,36.52419118,5.176470588,113.3529412,2106.5,petrol,"28,040","11,021","2,338","41,399"
Toyota,Prius,33.798,0,96,1797.4,petrol,"26,102","10,216","4,055","40,373"
Kia,Sportage,43.97,6.6,115.3,1634.2,diesel,"25,342","13,577","1,305","40,224"
Volkswagen,Bora,25.39952941,4.647058824,78.85294118,1891.588235,petrol,"28,811","8,835","1,970","39,616"
Jaguar,XF,78.74625,8,176.25,1997,diesel,"34,071","3,635","1,497","39,203"
Volvo,XC90,85.82946154,8,213.1538462,1969,petrol,"24,389","11,766","2,622","38,777"
Subaru,Impreza,30.5976,1.8,97.6,1757.6,petrol,"30,041","6,655","1,528","38,224"
Saab,09-May,52.95719388,5.653061224,146.122449,2031.469388,petrol,"29,522","6,099","2,027","37,648"
Nissan,Juke,28.23090909,6.454545455,86,999,petrol,"15,328","18,390","3,564","37,282"
Toyota,Celica,31.5255,5.166666667,109.6666667,1861.833333,petrol,"25,664","9,441","1,946","37,051"
Ford,Kuga,38.7525,0,165,2488,petrol,"22,223","13,517","1,093","36,833"
Jaguar,XJ,137.5695455,8,223.5454545,2813,petrol,"32,310","2,832","1,571","36,713"
MG,ZR,21.02333333,5,92.33333333,1729.333333,petrol,"22,209","12,155","1,527","35,891"
Audi,A5,59.43242424,7,150.4545455,1981.818182,petrol,"26,700","6,813","1,613","35,126"
BMW,X3,76.5922,8,184,2396.4,petrol,"20,343","12,461","2,229","35,033"
Volkswagen,Sharan,45.6995,6,114,1854.2,diesel,"24,087","8,107","2,706","34,900"
Porsche,911,158.7922667,7.466666667,293.5333333,3005.4,petrol,"29,319","3,361","1,587","34,267"
Mazda,323,17.34364706,4.745098039,70.92156863,1683.607843,petrol,"19,790","12,060","1,962","33,812"
Ford,Puma,30.3775,6.3125,94.0625,935.625,petrol,"12,866","18,170","2,123","33,159"
Chrysler,Voyager,39.70773684,4.842105263,117.5789474,2719.842105,diesel,"20,696","10,212","1,793","32,701"
Volvo,S60,52.085,8,223.8333333,1969,petrol,"25,713","4,990","1,762","32,465"
Smart,Fortwo,19.9680625,2.8125,55.375,592.5625,automatic,"15,348","14,893","1,777","32,018"
Hyundai,Santa,44.14181818,6.545454545,144.6363636,2242.636364,diesel,"21,659","8,872","1,386","31,917"
Mercedes,B,41.38957143,7.285714286,105.7142857,1545.428571,diesel,"16,257","13,447","1,783","31,487"
Fiat,Stilo,22.77681818,5.272727273,92.36363636,1837.363636,petrol,"18,353","10,714","1,608","30,675"
Audi,A1,27.08277108,6.228915663,86.63855422,1377.566265,petrol,"11,917","17,246","1,305","30,468"
Renault,Modus,17.82333333,4.666666667,70.33333333,1298.666667,petrol,"13,694","14,963","1,645","30,302"
Hyundai,Accent,14.293,4.6,75.4,1479,petrol,"16,828","11,121","1,596","29,545"
Volkswagen,Tiguan,44.30857143,6.714285714,108,1663.928571,petrol,"17,019","10,821","1,364","29,204"
Suzuki,Wagon,9.8628,5,50,1090.4,petrol,"13,486","13,516","1,977","28,979"
